Commodity,Date,Unit,Minimum,Maximum,Average
Onion Green,2013-09-20,Kg,45.0,50.0,47.5
Tomato Big(Nepali),2013-09-22,Kg,40.0,45.0,42.5
Tomato Small(Local),2013-09-22,Kg,30.0,35.0,32.5
Potato Red,2013-09-22,Kg,31.0,35.0,33.0
Potato White,2013-09-22,Kg,28.0,29.0,28.5
Onion Dry (Indian),2013-09-22,Kg,100.0,105.0,102.5
Onion Green,2013-09-22,Kg,45.0,50.0,47.5
Tomato Big(Nepali),2013-09-23,Kg,38.0,40.0,39.0
Tomato Small(Local),2013-09-23,Kg,30.0,35.0,32.5
Potato Red,2013-09-23,Kg,31.0,32.0,31.5
Potato White,2013-09-23,Kg,28.0,29.0,28.5
Onion Dry (Indian),2013-09-23,Kg,100.0,105.0,102.5
Onion Green,2013-09-23,Kg,55.0,60.0,57.5
Tomato Big(Nepali),2013-09-24,Kg,40.0,45.0,42.5
Tomato Small(Local),2013-09-24,Kg,30.0,35.0,32.5
Potato Red,2013-09-24,Kg,30.0,31.0,30.5
Potato White,2013-09-24,Kg,28.0,29.0,28.5
Onion Dry (Indian),2013-09-24,Kg,95.0,100.0,97.5
Onion Green,2013-09-24,Kg,50.0,55.0,52.5
Tomato Big(Nepali),2013-09-25,Kg,32.0,36.0,34.0
Tomato Small(Local),2013-09-25,Kg,30.0,31.0,30.5
Potato Red,2013-09-25,Kg,30.0,31.0,30.5
Potato White,2013-09-25,Kg,26.0,28.0,27.0
Onion Dry (Indian),2013-09-25,Kg,95.0,100.0,97.5
Onion Green,2013-09-25,Kg,40.0,45.0,42.5
Tomato Big(Nepali),2013-09-26,Kg,35.0,40.0,37.5
Tomato Small(Local),2013-09-26,Kg,30.0,35.0,32.5
Potato Red,2013-09-26,Kg,24.0,27.0,25.5
Potato White,2013-09-26,Kg,18.0,20.0,19.0
Onion Dry (Indian),2013-09-26,Kg,95.0,100.0,97.5
Onion Green,2013-09-26,Kg,60.0,65.0,62.5
Tomato Big(Nepali),2013-09-27,Kg,35.0,40.0,37.5
Tomato Small(Local),2013-09-27,Kg,35.0,40.0,37.5
Potato Red,2013-09-27,Kg,25.0,26.0,25.5
Potato White,2013-09-27,Kg,19.0,20.0,19.5
Onion Dry (Indian),2013-09-27,Kg,90.0,95.0,92.5
Onion Green,2013-09-27,Kg,75.0,80.0,77.5
Tomato Big(Nepali),2013-09-29,Kg,30.0,35.0,32.5
Tomato Small(Local),2013-09-29,Kg,35.0,40.0,37.5
Potato Red,2013-09-29,Kg,24.0,25.0,24.5
Potato White,2013-09-29,Kg,19.0,20.0,19.5
Onion Dry (Indian),2013-09-29,Kg,90.0,95.0,92.5
Onion Green,2013-09-29,Kg,45.0,50.0,47.5
Tomato Big(Nepali),2013-09-30,Kg,35.0,40.0,37.5
Tomato Small(Local),2013-09-30,Kg,38.0,42.0,40.0
Potato Red,2013-09-30,Kg,24.0,25.0,24.5
Potato White,2013-09-30,Kg,18.0,20.0,19.0
Onion Dry (Indian),2013-09-30,Kg,90.0,95.0,92.5
Onion Green,2013-09-30,Kg,60.0,65.0,62.5
Tomato Big(Nepali),2013-10-01,Kg,35.0,40.0,37.5
Tomato Small(Local),2013-10-01,Kg,38.0,42.0,40.0
Potato Red,2013-10-01,Kg,24.0,25.0,24.5
Potato White,2013-10-01,Kg,19.0,20.0,19.5
Onion Dry (Indian),2013-10-01,Kg,90.0,95.0,92.5
Onion Green,2013-10-01,Kg,75.0,80.0,77.5
Tomato Big(Nepali),2013-10-02,Kg,40.0,45.0,42.5
Tomato Small(Local),2013-10-02,Kg,40.0,45.0,42.5
Potato Red,2013-10-02,Kg,25.0,26.0,25.5
Potato White,2013-10-02,Kg,19.0,20.0,19.5
Onion Dry (Indian),2013-10-02,Kg,90.0,95.0,92.5
Onion Green,2013-10-02,Kg,65.0,70.0,67.5
Tomato Big(Nepali),2013-10-03,Kg,40.0,45.0,42.5
Tomato Small(Local),2013-10-03,Kg,40.0,45.0,42.5
Potato Red,2013-10-03,Kg,25.0,26.0,25.5
Potato White,2013-10-03,Kg,19.0,20.0,19.5
Onion Dry (Indian),2013-10-03,Kg,95.0,100.0,97.5
Onion Green,2013-10-03,Kg,60.0,70.0,65.0
Tomato Big(Nepali),2013-10-04,Kg,40.0,45.0,42.5
Tomato Small(Local),2013-10-04,Kg,40.0,45.0,42.5
Potato Red,2013-10-04,Kg,26.0,27.0,26.5
Potato White,2013-10-04,Kg,18.0,20.0,19.0
Onion Dry (Indian),2013-10-04,Kg,90.0,95.0,92.5
Onion Green,2013-10-04,Kg,55.0,60.0,57.5
Tomato Big(Nepali),2013-10-06,Kg,50.0,55.0,52.5
Tomato Small(Local),2013-10-06,Kg,65.0,75.0,70.0
Potato Red,2013-10-06,Kg,26.0,28.0,27.0
Potato White,2013-10-06,Kg,18.0,20.0,19.0
Onion Dry (Indian),2013-10-06,Kg,88.0,92.0,90.0
Onion Green,2013-10-06,Kg,65.0,70.0,67.5
Tomato Big(Nepali),2013-10-07,Kg,75.0,80.0,77.5
Tomato Small(Local),2013-10-07,Kg,60.0,70.0,65.0
Potato Red,2013-10-07,Kg,26.0,28.0,27.0
Potato White,2013-10-07,Kg,18.0,20.0,19.0
Onion Dry (Indian),2013-10-07,Kg,85.0,90.0,87.5
Onion Green,2013-10-07,Kg,6.0,70.0,38.0
Tomato Big(Nepali),2013-10-08,Kg,55.0,60.0,57.5
Tomato Small(Local),2013-10-08,Kg,55.0,60.0,57.5
Potato Red,2013-10-08,Kg,28.0,30.0,29.0
Potato White,2013-10-08,Kg,18.0,20.0,19.0
Onion Dry (Indian),2013-10-08,Kg,85.0,90.0,87.5
Onion Green,2013-10-08,Kg,55.0,60.0,57.5
Tomato Big(Nepali),2013-10-09,Kg,60.0,65.0,62.5
Tomato Small(Local),2013-10-09,Kg,75.0,80.0,77.5
Potato Red,2013-10-09,Kg,30.0,32.0,31.0
Potato White,2013-10-09,Kg,18.0,20.0,19.0
Onion Dry (Indian),2013-10-09,Kg,90.0,95.0,92.5
Onion Green,2013-10-09,Kg,70.0,80.0,75.0
Tomato Big(Nepali),2013-10-10,Kg,55.0,60.0,57.5
Tomato Small(Local),2013-10-10,Kg,75.0,80.0,77.5
Potato Red,2013-10-10,Kg,30.0,32.0,31.0
Potato White,2013-10-10,Kg,18.0,20.0,19.0
Onion Dry (Indian),2013-10-10,Kg,92.0,96.0,94.0
Onion Green,2013-10-10,Kg,75.0,80.0,77.5
Tomato Big(Nepali),2013-10-11,Kg,55.0,60.0,57.5
Tomato Small(Local),2013-10-11,Kg,75.0,80.0,77.5
Potato Red,2013-10-11,Kg,30.0,32.0,31.0
Potato White,2013-10-11,Kg,20.0,22.0,21.0
Onion Dry (Indian),2013-10-11,Kg,95.0,100.0,97.5
Onion Green,2013-10-11,Kg,75.0,80.0,77.5
Tomato Big(Nepali),2013-10-12,Kg,50.0,55.0,52.5
Tomato Small(Local),2013-10-12,Kg,60.0,70.0,65.0
Potato Red,2013-10-12,Kg,30.0,32.0,31.0
Potato White,2013-10-12,Kg,20.0,22.0,21.0
Onion Dry (Indian),2013-10-12,Kg,90.0,100.0,95.0
Onion Green,2013-10-12,Kg,75.0,80.0,77.5
Tomato Big(Nepali),2013-10-13,Kg,50.0,55.0,52.5
Tomato Small(Local),2013-10-13,Kg,65.0,75.0,70.0
Potato Red,2013-10-13,Kg,30.0,32.0,31.0
Potato White,2013-10-13,Kg,20.0,22.0,21.0
Onion Dry (Indian),2013-10-13,Kg,90.0,95.0,92.5
Tomato Big(Nepali),2013-10-14,Kg,45.0,50.0,47.5
Tomato Small(Local),2013-10-14,Kg,65.0,75.0,70.0
Potato Red,2013-10-14,Kg,30.0,32.0,31.0
Potato White,2013-10-14,Kg,20.0,22.0,21.0
Onion Dry (Indian),2013-10-14,Kg,95.0,100.0,97.5
Tomato Big(Nepali),2013-10-15,Kg,40.0,45.0,42.5
Tomato Small(Local),2013-10-15,Kg,65.0,70.0,67.5
Potato Red,2013-10-15,Kg,30.0,32.0,31.0
Potato White,2013-10-15,Kg,20.0,22.0,21.0
Onion Dry (Indian),2013-10-15,Kg,95.0,100.0,97.5
Tomato Big(Nepali),2013-10-16,Kg,40.0,45.0,42.5
Tomato Small(Local),2013-10-16,Kg,55.0,65.0,60.0
Potato Red,2013-10-16,Kg,30.0,32.0,31.0
Potato White,2013-10-16,Kg,20.0,22.0,21.0
Onion Dry (Indian),2013-10-16,Kg,95.0,100.0,97.5
Onion Green,2013-10-16,Kg,80.0,90.0,85.0
Tomato Big(Nepali),2013-10-17,Kg,35.0,40.0,37.5
Tomato Small(Local),2013-10-17,Kg,40.0,50.0,45.0
Potato Red,2013-10-17,Kg,30.0,32.0,31.0
Potato White,2013-10-17,Kg,20.0,22.0,21.0
Onion Dry (Indian),2013-10-17,Kg,95.0,100.0,97.5
Onion Green,2013-10-17,Kg,35.0,40.0,37.5
Tomato Big(Nepali),2013-10-20,Kg,35.0,40.0,37.5
Tomato Small(Local),2013-10-20,Kg,30.0,35.0,32.5
Potato Red,2013-10-20,Kg,45.0,47.0,46.0
Potato White,2013-10-20,Kg,24.0,26.0,25.0
Onion Dry (Indian),2013-10-20,Kg,100.0,110.0,105.0
Onion Green,2013-10-20,Kg,60.0,70.0,65.0
Tomato Big(Nepali),2013-10-21,Kg,35.0,40.0,37.5
Tomato Small(Local),2013-10-21,Kg,35.0,40.0,37.5
Potato Red,2013-10-21,Kg,45.0,47.0,46.0
Potato White,2013-10-21,Kg,26.0,28.0,27.0
Onion Dry (Indian),2013-10-21,Kg,105.0,110.0,107.5
Onion Green,2013-10-21,Kg,75.0,80.0,77.5
Tomato Big(Nepali),2013-10-22,Kg,40.0,45.0,42.5
Tomato Small(Local),2013-10-22,Kg,30.0,35.0,32.5
Potato Red,2013-10-22,Kg,44.0,46.0,45.0
Potato White,2013-10-22,Kg,29.0,30.0,29.5
Onion Dry (Indian),2013-10-22,Kg,105.0,110.0,107.5
Onion Green,2013-10-22,Kg,60.0,70.0,65.0
Tomato Big(Nepali),2013-10-23,Kg,40.0,45.0,42.5
Tomato Small(Local),2013-10-23,Kg,30.0,35.0,32.5
Potato Red,2013-10-23,Kg,48.0,50.0,49.0
Potato White,2013-10-23,Kg,44.0,45.0,44.5
Onion Dry (Indian),2013-10-23,Kg,110.0,115.0,112.5
Onion Green,2013-10-23,Kg,70.0,80.0,75.0
Tomato Big(Nepali),2013-10-24,Kg,50.0,55.0,52.5
Tomato Small(Local),2013-10-24,Kg,35.0,40.0,37.5
Potato Red,2013-10-24,Kg,50.0,55.0,52.5
Potato White,2013-10-24,Kg,40.0,45.0,42.5
Onion Dry (Indian),2013-10-24,Kg,115.0,120.0,117.5
Onion Green,2013-10-24,Kg,60.0,70.0,65.0
Tomato Big(Nepali),2013-10-25,Kg,55.0,60.0,57.5
Tomato Small(Local),2013-10-25,Kg,35.0,45.0,40.0
Potato Red,2013-10-25,Kg,52.0,55.0,53.5
Potato White,2013-10-25,Kg,48.0,50.0,49.0
Onion Dry (Indian),2013-10-25,Kg,120.0,125.0,122.5
Onion Green,2013-10-25,Kg,70.0,75.0,72.5
Tomato Big(Nepali),2013-10-27,Kg,60.0,65.0,62.5
Tomato Small(Local),2013-10-27,Kg,45.0,50.0,47.5
Potato Red,2013-10-27,Kg,52.0,55.0,53.5
Potato White,2013-10-27,Kg,45.0,48.0,46.5
Onion Dry (Indian),2013-10-27,Kg,110.0,120.0,115.0
Onion Green,2013-10-27,Kg,70.0,80.0,75.0
Tomato Big(Nepali),2013-10-28,Kg,50.0,60.0,55.0
Tomato Small(Local),2013-10-28,Kg,45.0,50.0,47.5
Potato Red,2013-10-28,Kg,50.0,52.0,51.0
Potato White,2013-10-28,Kg,45.0,47.0,46.0
Onion Dry (Indian),2013-10-28,Kg,100.0,105.0,102.5
Onion Green,2013-10-28,Kg,90.0,100.0,95.0
Tomato Big(Nepali),2013-10-29,Kg,50.0,60.0,55.0
Tomato Small(Local),2013-10-29,Kg,45.0,55.0,50.0
Potato Red,2013-10-29,Kg,45.0,50.0,47.5
Potato White,2013-10-29,Kg,40.0,45.0,42.5
Onion Dry (Indian),2013-10-29,Kg,100.0,105.0,102.5
Onion Green,2013-10-29,Kg,80.0,90.0,85.0
Tomato Big(Nepali),2013-10-30,Kg,55.0,60.0,57.5
Tomato Small(Local),2013-10-30,Kg,45.0,50.0,47.5
Potato Red,2013-10-30,Kg,40.0,45.0,42.5
Potato White,2013-10-30,Kg,38.0,40.0,39.0
Onion Dry (Indian),2013-10-30,Kg,85.0,95.0,90.0
Onion Green,2013-10-30,Kg,70.0,80.0,75.0
Tomato Big(Nepali),2013-10-31,Kg,55.0,60.0,57.5
Tomato Small(Local),2013-10-31,Kg,45.0,50.0,47.5
Potato Red,2013-10-31,Kg,40.0,45.0,42.5
Potato White,2013-10-31,Kg,38.0,40.0,39.0
Onion Dry (Indian),2013-10-31,Kg,90.0,95.0,92.5
Onion Green,2013-10-31,Kg,80.0,90.0,85.0
Tomato Big(Nepali),2013-11-01,Kg,55.0,60.0,57.5
Tomato Small(Local),2013-11-01,Kg,40.0,50.0,45.0
Potato Red,2013-11-01,Kg,35.0,40.0,37.5
Potato White,2013-11-01,Kg,32.0,36.0,34.0
Onion Dry (Indian),2013-11-01,Kg,100.0,105.0,102.5
Sweet Potato,2013-11-01,Kg,38.0,40.0,39.0
Onion Green,2013-11-01,Kg,80.0,90.0,85.0
Tomato Big(Nepali),2013-11-03,Kg,55.0,60.0,57.5
Potato Red,2013-11-03,Kg,40.0,42.0,41.0
Potato White,2013-11-03,Kg,38.0,40.0,39.0
Onion Dry (Indian),2013-11-03,Kg,95.0,100.0,97.5
Onion Green,2013-11-03,Kg,80.0,90.0,85.0
Tomato Big(Nepali),2013-11-04,Kg,55.0,60.0,57.5
Tomato Small(Local),2013-11-04,Kg,50.0,55.0,52.5
Potato Red,2013-11-04,Kg,40.0,45.0,42.5
Potato White,2013-11-04,Kg,38.0,42.0,40.0
Onion Dry (Indian),2013-11-04,Kg,90.0,100.0,95.0
Onion Green,2013-11-04,Kg,80.0,90.0,85.0
Tomato Big(Nepali),2013-11-05,Kg,60.0,70.0,65.0
Tomato Small(Local),2013-11-05,Kg,55.0,64.0,59.5
Potato Red,2013-11-05,Kg,40.0,45.0,42.5
Potato White,2013-11-05,Kg,38.0,40.0,39.0
Onion Dry (Indian),2013-11-05,Kg,90.0,100.0,95.0
Onion Green,2013-11-05,Kg,80.0,90.0,85.0
Tomato Big(Nepali),2013-11-06,Kg,90.0,100.0,95.0
Tomato Small(Local),2013-11-06,Kg,60.0,70.0,65.0
Potato Red,2013-11-06,Kg,40.0,45.0,42.5
Potato White,2013-11-06,Kg,38.0,40.0,39.0
Onion Dry (Indian),2013-11-06,Kg,90.0,100.0,95.0
Tomato Big(Nepali),2013-11-07,Kg,90.0,100.0,95.0
Tomato Small(Local),2013-11-07,Kg,70.0,80.0,75.0
Potato Red,2013-11-07,Kg,40.0,45.0,42.5
Potato White,2013-11-07,Kg,38.0,40.0,39.0
Onion Dry (Indian),2013-11-07,Kg,90.0,100.0,95.0
Onion Green,2013-11-07,Kg,80.0,90.0,85.0
Tomato Big(Nepali),2013-11-10,Kg,80.0,90.0,85.0
Tomato Small(Local),2013-11-10,Kg,50.0,60.0,55.0
Potato Red,2013-11-10,Kg,40.0,42.0,41.0
Potato White,2013-11-10,Kg,32.0,35.0,33.5
Onion Dry (Indian),2013-11-10,Kg,100.0,110.0,105.0
Sweet Potato,2013-11-10,Kg,40.0,50.0,45.0
Onion Green,2013-11-10,Kg,80.0,90.0,85.0
Tomato Big(Nepali),2013-11-11,Kg,80.0,90.0,85.0
Tomato Small(Local),2013-11-11,Kg,50.0,60.0,55.0
Potato Red,2013-11-11,Kg,35.0,36.0,35.5
Potato White,2013-11-11,Kg,30.0,33.0,31.5
Onion Dry (Indian),2013-11-11,Kg,100.0,110.0,105.0
Sweet Potato,2013-11-11,Kg,40.0,45.0,42.5
Onion Green,2013-11-11,Kg,70.0,80.0,75.0
Tomato Big(Nepali),2013-11-12,Kg,85.0,90.0,87.5
Tomato Small(Local),2013-11-12,Kg,70.0,80.0,75.0
Potato Red,2013-11-12,Kg,35.0,36.0,35.5
Potato White,2013-11-12,Kg,32.0,34.0,33.0
Onion Dry (Indian),2013-11-12,Kg,100.0,110.0,105.0
Sweet Potato,2013-11-12,Kg,35.0,40.0,37.5
Onion Green,2013-11-12,Kg,90.0,100.0,95.0
Tomato Big(Nepali),2013-11-13,Kg,85.0,90.0,87.5
Tomato Small(Local),2013-11-13,Kg,65.0,75.0,70.0
Potato Red,2013-11-13,Kg,35.0,40.0,37.5
Potato White,2013-11-13,Kg,32.0,35.0,33.5
Onion Dry (Indian),2013-11-13,Kg,100.0,110.0,105.0
Sweet Potato,2013-11-13,Kg,30.0,35.0,32.5
Onion Green,2013-11-13,Kg,110.0,120.0,115.0
Tomato Big(Nepali),2013-11-14,Kg,95.0,100.0,97.5
Tomato Small(Local),2013-11-14,Kg,56.0,65.0,60.5
Potato Red,2013-11-14,Kg,41.0,44.0,42.5
Potato White,2013-11-14,Kg,40.0,42.0,41.0
Onion Dry (Indian),2013-11-14,Kg,105.0,112.0,108.5
Sweet Potato,2013-11-14,Kg,32.0,40.0,36.0
Onion Green,2013-11-14,Kg,100.0,110.0,105.0
Tomato Big(Nepali),2013-11-15,Kg,90.0,100.0,95.0
Tomato Small(Local),2013-11-15,Kg,54.0,60.0,57.0
Potato Red,2013-11-15,Kg,40.0,45.0,42.5
Potato White,2013-11-15,Kg,39.0,40.0,39.5
Onion Dry (Indian),2013-11-15,Kg,103.0,110.0,106.5
Sweet Potato,2013-11-15,Kg,35.0,40.0,37.5
Onion Green,2013-11-15,Kg,100.0,120.0,110.0
Tomato Big(Nepali),2013-11-16,Kg,85.0,100.0,92.5
Tomato Small(Local),2013-11-16,Kg,60.0,70.0,65.0
Potato Red,2013-11-16,Kg,40.0,44.0,42.0
Potato White,2013-11-16,Kg,39.0,40.0,39.5
Onion Dry (Indian),2013-11-16,Kg,103.0,110.0,106.5
Sweet Potato,2013-11-16,Kg,38.0,40.0,39.0
Onion Green,2013-11-16,Kg,110.0,120.0,115.0
Tomato Big(Nepali),2013-11-17,Kg,90.0,100.0,95.0
Tomato Small(Local),2013-11-17,Kg,70.0,75.0,72.5
Potato Red,2013-11-17,Kg,40.0,44.0,42.0
Potato White,2013-11-17,Kg,38.0,40.0,39.0
Onion Dry (Indian),2013-11-17,Kg,100.0,105.0,102.5
Sweet Potato,2013-11-17,Kg,38.0,40.0,39.0
Onion Green,2013-11-17,Kg,110.0,120.0,115.0
Tomato Big(Nepali),2013-11-18,Kg,85.0,100.0,92.5
Tomato Small(Local),2013-11-18,Kg,60.0,70.0,65.0
Potato Red,2013-11-18,Kg,40.0,45.0,42.5
Potato White,2013-11-18,Kg,38.0,40.0,39.0
Onion Dry (Indian),2013-11-18,Kg,100.0,105.0,102.5
Sweet Potato,2013-11-18,Kg,30.0,35.0,32.5
Onion Green,2013-11-18,Kg,110.0,120.0,115.0
Tomato Big(Nepali),2013-11-20,Kg,90.0,100.0,95.0
Tomato Small(Local),2013-11-20,Kg,60.0,70.0,65.0
Potato Red,2013-11-20,Kg,38.0,41.0,39.5
Potato White,2013-11-20,Kg,34.0,36.0,35.0
Onion Dry (Indian),2013-11-20,Kg,80.0,90.0,85.0
Sweet Potato,2013-11-20,Kg,35.0,40.0,37.5
Onion Green,2013-11-20,Kg,120.0,130.0,125.0
Tomato Big(Nepali),2013-11-21,Kg,80.0,90.0,85.0
Tomato Small(Local),2013-11-21,Kg,55.0,65.0,60.0
Potato Red,2013-11-21,Kg,40.0,42.0,41.0
Potato White,2013-11-21,Kg,35.0,38.0,36.5
Onion Dry (Indian),2013-11-21,Kg,80.0,85.0,82.5
Sweet Potato,2013-11-21,Kg,28.0,32.0,30.0
Onion Green,2013-11-21,Kg,80.0,90.0,85.0
Tomato Big(Nepali),2013-11-22,Kg,90.0,100.0,95.0
Tomato Small(Local),2013-11-22,Kg,55.0,60.0,57.5
Potato Red,2013-11-22,Kg,40.0,42.0,41.0
Potato White,2013-11-22,Kg,35.0,38.0,36.5
Onion Dry (Indian),2013-11-22,Kg,75.0,80.0,77.5
Sweet Potato,2013-11-22,Kg,35.0,40.0,37.5
Onion Green,2013-11-22,Kg,80.0,90.0,85.0
Tomato Big(Nepali),2013-11-24,Kg,80.0,90.0,85.0
Tomato Small(Local),2013-11-24,Kg,50.0,60.0,55.0
Potato Red,2013-11-24,Kg,35.0,40.0,37.5
Potato White,2013-11-24,Kg,35.0,38.0,36.5
Onion Dry (Indian),2013-11-24,Kg,65.0,70.0,67.5
Sweet Potato,2013-11-24,Kg,35.0,40.0,37.5
Onion Green,2013-11-24,Kg,80.0,90.0,85.0
Tomato Big(Nepali),2013-11-25,Kg,80.0,90.0,85.0
Tomato Small(Local),2013-11-25,Kg,58.0,62.0,60.0
Potato Red,2013-11-25,Kg,35.0,38.0,36.5
Potato White,2013-11-25,Kg,34.0,36.0,35.0
Onion Dry (Indian),2013-11-25,Kg,65.0,70.0,67.5
Sweet Potato,2013-11-25,Kg,35.0,40.0,37.5
Onion Green,2013-11-25,Kg,75.0,80.0,77.5
Tomato Big(Nepali),2013-11-26,Kg,80.0,90.0,85.0
Tomato Small(Local),2013-11-26,Kg,60.0,70.0,65.0
Potato Red,2013-11-26,Kg,35.0,38.0,36.5
Potato White,2013-11-26,Kg,34.0,36.0,35.0
Onion Dry (Indian),2013-11-26,Kg,62.0,65.0,63.5
Sweet Potato,2013-11-26,Kg,35.0,40.0,37.5
Onion Green,2013-11-26,Kg,80.0,90.0,85.0
Tomato Big(Nepali),2013-11-27,Kg,75.0,80.0,77.5
Tomato Small(Local),2013-11-27,Kg,60.0,70.0,65.0
Potato Red,2013-11-27,Kg,34.0,36.0,35.0
Potato White,2013-11-27,Kg,34.0,36.0,35.0
Onion Dry (Indian),2013-11-27,Kg,60.0,65.0,62.5
Sweet Potato,2013-11-27,Kg,38.0,40.0,39.0
Onion Green,2013-11-27,Kg,80.0,90.0,85.0
Tomato Big(Nepali),2013-11-28,Kg,70.0,80.0,75.0
Tomato Small(Local),2013-11-28,Kg,55.0,60.0,57.5
Potato Red,2013-11-28,Kg,32.0,35.0,33.5
Potato White,2013-11-28,Kg,32.0,34.0,33.0
Onion Dry (Indian),2013-11-28,Kg,58.0,60.0,59.0
Sweet Potato,2013-11-28,Kg,40.0,50.0,45.0
Onion Green,2013-11-28,Kg,80.0,90.0,85.0
Tomato Big(Nepali),2013-11-29,Kg,80.0,90.0,85.0
Tomato Small(Local),2013-11-29,Kg,45.0,55.0,50.0
Potato Red,2013-11-29,Kg,32.0,34.0,33.0
Potato White,2013-11-29,Kg,32.0,34.0,33.0
Onion Dry (Indian),2013-11-29,Kg,58.0,60.0,59.0
Sweet Potato,2013-11-29,Kg,35.0,40.0,37.5
Onion Green,2013-11-29,Kg,80.0,90.0,85.0
Tomato Big(Nepali),2013-12-01,Kg,75.0,80.0,77.5
Tomato Small(Local),2013-12-01,Kg,45.0,50.0,47.5
Potato Red,2013-12-01,Kg,30.0,32.0,31.0
Potato White,2013-12-01,Kg,25.0,28.0,26.5
Onion Dry (Indian),2013-12-01,Kg,55.0,60.0,57.5
Sweet Potato,2013-12-01,Kg,35.0,40.0,37.5
Onion Green,2013-12-01,Kg,80.0,90.0,85.0
Tomato Big(Nepali),2013-12-02,Kg,70.0,80.0,75.0
Tomato Small(Local),2013-12-02,Kg,45.0,50.0,47.5
Potato Red,2013-12-02,Kg,30.0,32.0,31.0
Potato White,2013-12-02,Kg,25.0,28.0,26.5
Onion Dry (Indian),2013-12-02,Kg,45.0,50.0,47.5
Sweet Potato,2013-12-02,Kg,35.0,40.0,37.5
Onion Green,2013-12-02,Kg,80.0,90.0,85.0
Tomato Big(Nepali),2013-12-03,Kg,60.0,70.0,65.0
Tomato Small(Local),2013-12-03,Kg,40.0,50.0,45.0
Potato Red,2013-12-03,Kg,30.0,32.0,31.0
Potato White,2013-12-03,Kg,25.0,28.0,26.5
Onion Dry (Indian),2013-12-03,Kg,45.0,50.0,47.5
Sweet Potato,2013-12-03,Kg,40.0,45.0,42.5
Onion Green,2013-12-03,Kg,80.0,90.0,85.0
Tomato Big(Nepali),2013-12-04,Kg,55.0,60.0,57.5
Tomato Small(Local),2013-12-04,Kg,40.0,45.0,42.5
Potato Red,2013-12-04,Kg,30.0,32.0,31.0
Potato White,2013-12-04,Kg,25.0,28.0,26.5
Onion Dry (Indian),2013-12-04,Kg,45.0,50.0,47.5
Sweet Potato,2013-12-04,Kg,35.0,40.0,37.5
Onion Green,2013-12-04,Kg,75.0,80.0,77.5
Tomato Big(Nepali),2013-12-05,Kg,40.0,50.0,45.0
Tomato Small(Local),2013-12-05,Kg,25.0,30.0,27.5
Potato Red,2013-12-05,Kg,30.0,32.0,31.0
Potato White,2013-12-05,Kg,28.0,30.0,29.0
Onion Dry (Indian),2013-12-05,Kg,45.0,50.0,47.5
Sweet Potato,2013-12-05,Kg,35.0,40.0,37.5
Onion Green,2013-12-05,Kg,80.0,90.0,85.0
Tomato Big(Nepali),2013-12-06,Kg,40.0,50.0,45.0
Tomato Small(Local),2013-12-06,Kg,25.0,30.0,27.5
Potato Red,2013-12-06,Kg,30.0,32.0,31.0
Potato White,2013-12-06,Kg,28.0,30.0,29.0
Onion Dry (Indian),2013-12-06,Kg,45.0,50.0,47.5
Sweet Potato,2013-12-06,Kg,35.0,40.0,37.5
Onion Green,2013-12-06,Kg,80.0,90.0,85.0
Tomato Big(Nepali),2013-12-08,Kg,50.0,60.0,55.0
Tomato Small(Local),2013-12-08,Kg,25.0,30.0,27.5
Potato Red,2013-12-08,Kg,32.0,34.0,33.0
Potato White,2013-12-08,Kg,28.0,30.0,29.0
Onion Dry (Indian),2013-12-08,Kg,45.0,50.0,47.5
Sweet Potato,2013-12-08,Kg,35.0,40.0,37.5
Onion Green,2013-12-08,Kg,60.0,70.0,65.0
Tomato Big(Nepali),2013-12-09,Kg,45.0,50.0,47.5
Tomato Small(Local),2013-12-09,Kg,25.0,30.0,27.5
Potato Red,2013-12-09,Kg,30.0,32.0,31.0
Potato White,2013-12-09,Kg,28.0,30.0,29.0
Onion Dry (Indian),2013-12-09,Kg,45.0,50.0,47.5
Sweet Potato,2013-12-09,Kg,35.0,40.0,37.5
Onion Green,2013-12-09,Kg,55.0,60.0,57.5
Tomato Big(Nepali),2013-12-10,Kg,50.0,60.0,55.0
Tomato Small(Local),2013-12-10,Kg,30.0,35.0,32.5
Potato Red,2013-12-10,Kg,30.0,32.0,31.0
Potato White,2013-12-10,Kg,28.0,30.0,29.0
Onion Dry (Indian),2013-12-10,Kg,48.0,50.0,49.0
Sweet Potato,2013-12-10,Kg,35.0,40.0,37.5
Onion Green,2013-12-10,Kg,55.0,60.0,57.5
Tomato Big(Nepali),2013-12-11,Kg,40.0,50.0,45.0
Tomato Small(Local),2013-12-11,Kg,28.0,32.0,30.0
Potato Red,2013-12-11,Kg,31.0,33.0,32.0
Potato White,2013-12-11,Kg,29.0,30.0,29.5
Onion Dry (Indian),2013-12-11,Kg,48.0,50.0,49.0
Sweet Potato,2013-12-11,Kg,40.0,45.0,42.5
Onion Green,2013-12-11,Kg,55.0,60.0,57.5
Tomato Big(Nepali),2013-12-12,Kg,45.0,50.0,47.5
Tomato Small(Local),2013-12-12,Kg,25.0,30.0,27.5
Potato Red,2013-12-12,Kg,30.0,32.0,31.0
Potato White,2013-12-12,Kg,28.0,30.0,29.0
Onion Dry (Indian),2013-12-12,Kg,48.0,50.0,49.0
Sweet Potato,2013-12-12,Kg,35.0,40.0,37.5
Onion Green,2013-12-12,Kg,60.0,65.0,62.5
